name,image,link,no_of_ratings,discount_price,actual_price,rating,review_text,brand,cleaned_review_text,sentiment
iQOO Z6 44W by vivo Lumina Blue 6GB RAM 128GB Storage  644 FHD AMOLED Display  50 Charge in just 27 mins  inDi,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61AFUMyh5QL._AC_UL320_.jpg,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Storage/dp/B07WHQWXL7/ref=sr_1_585?qid=1679133686&s=electronics&sr=1-585,22254.0,15999.0,20999.0,5.0,"Defiantly iPhones are costlier than other brands, nowadays other brands like one plus are also selling phones at 50 k but the quality between device and others are at no comparison",iQOO,defiantly iphones costlier brand nowadays brand like one plus also selling phone k quality device others comparison,Positive
Logitech MK215 Wireless Keyboard and Mouse Combo for Windows 24 GHz Wireless Compact Design 2Year Battery LifeKeyboa,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51B31ZS0DDL._AC_UL320_.jpg,https://www.amazon.in/Logitech-MK215-Wireless-Keyboard-Mouse/dp/B012MQS060/ref=sr_1_586?qid=1679133686&s=electronics&sr=1-586,26305.0,1295.0,1795.0,5.0,Camera is awesome ... both for selfie as well other photography .. and fast interface .. only minus point is battery life time ..But yeah rest all features are good which makes this phone special !! Loved using it.,Logitech,camera awesome selfie well photography fast interface minus point battery life time yeah rest feature good make phone special loved using,Positive
Hp Wired On Ear Headphones With Mic With 35 Mm Drivers InBuilt Noise Cancelling Foldable And Adjustable For LaptopPc,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61JZG+RYQnL._AC_UL320_.jpg,https://www.amazon.in/HP-B4B09PA-Headphones-with-Mic/dp/B009LJ2BXA/ref=sr_1_587?qid=1679133686&s=electronics&sr=1-587,7475.0,789.0,999.0,1.0,PRODUCT RECEIVED IN GOOD CONDITION BUT FACE RECOGNITION FEATURE AND BACK CAMERA IS NOT WORKING WELL.THE I PHONE SUBMITTED TO I PHONE SERVICE CENTER LAST WEEK FOR REPAIR.,Hp,product received good condition face recognition feature back camera working wellthe phone submitted phone service center last week repair,Negative
Duracell USB Lightning Apple Certified Mfi Braided Sync  Charge Cable For Iphone Ipad And Ipod Fast Charging Lightnin,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71U7owVHbaL._AC_UL320_.jpg,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_588?qid=1679133686&s=electronics&sr=1-588,1406.0,970.0,1799.0,5.0,Got it in 38k at the sale.,Duracell,got k sale,Positive
Ant Esports GM320 RGB Optical Wired Gaming Mouse  8 Programmable Buttons  12800 DPI,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51eFgb4stIL._AC_UL320_.jpg,https://www.amazon.in/Ant-Esports-GM320-Programmable-Comfortable/dp/B08D64C9FN/ref=sr_1_589?qid=1679133686&s=electronics&sr=1-589,7667.0,575.0,2799.0,5.0,The best device till date.,Ant,best device till date,Positive
Wipro 3 way multiplug with built in Surge Protector,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61YtQOOAq2L._AC_UL320_.jpg,https://www.amazon.in/Wipro-multiplug-built-Surge-Protector/dp/B089Z7Q9F2/ref=sr_1_590?qid=1679133686&s=electronics&sr=1-590,2307.0,136.0,300.0,5.0,"It’s a fantastic device. Perfect size, display is good, battery life is incredible. Camera results are excellent and comparable to xs and xs max. Super fast bionic A12 on board handles everything superbly.",Wipro,fantastic device perfect size display good battery life incredible camera result excellent comparable x x max super fast bionic board handle everything superbly,Positive
boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback 175 Driver IPX7  TWS FeatureBlue,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71EUBuY6bIL._AC_UL320_.jpg,https://www.amazon.in/boAt-Stone-Bluetooth-Speaker-Blue/dp/B08JMF7RF2/ref=sr_1_591?qid=1679133686&s=electronics&sr=1-591,18836.0,939.0,2490.0,5.0,"Ohh...what can I say about this phone... just one word- AWESOME. I think it’s better than device 11 in almost every aspect. The portrait mode is outstanding. If anyone is using device 6,7 or 8, then this is next device for you...",boAt,ohhwhat say phone one word awesome think better device almost every aspect portrait mode outstanding anyone using device next device,Positive
Seagate One Touch 2TB External HDD with Password Protection  Black for Windows and Mac with 3 yr Data Recovery Service,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81SPZuHcejL._AC_UL320_.jpg,https://www.amazon.in/Seagate-Touch-External-Password-Protection/dp/B094QZLJQ6/ref=sr_1_592?qid=1679133686&s=electronics&sr=1-592,28685.0,5799.0,8999.0,5.0,face recognition is very fast,Seagate,face recognition fast,Positive
HP v236w 32GB USB 20 Pen Drive Grey,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61aflcZgumL._AC_UL320_.jpg,https://www.amazon.in/HP-FD236W-32GB-Drive-Gray/dp/B01L8ZL3X8/ref=sr_1_593?qid=1679133686&s=electronics&sr=1-593,66790.0,364.0,750.0,5.0,"iOS to Android (one plus and must admit, the phone is amazing and I’m still amazing), but back to iOS and do not regret. There are soo many little things that does make the difference and leaves the user with WOW feeling! XR is a bit thick but with time we get used to it.",HP,io android one plus must admit phone amazing im still amazing back io regret soo many little thing make difference leaf user wow feeling xr bit thick time get used,Positive
Redgear MP35 SpeedType Gaming Mousepad BlackRed,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61G5-hNFMYL._AC_UL320_.jpg,https://www.amazon.in/Redgear-MP35-Speed-Type-Gaming-Mousepad/dp/B01J1CFO5I/ref=sr_1_594?qid=1679133686&s=electronics&sr=1-594,34185.0,219.0,550.0,1.0,There was a hardware failure just in less than one month of purchase.  Amazon takes no responsibility of replacing it and I am working with iCare to fix it. It may even cost me to get it fixed. I was extremely unhappy with this phone and the post sale service.,Redgear,hardware failure less one month purchase amazon take responsibility replacing working icare fix may even cost get fixed extremely unhappy phone post sale service,Negative
boAt A 350 Type C Cable for Personal Computer 15m Black,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ot29-WomL._AC_UL320_.jpg,https://www.amazon.in/boAt-Type-Cable-1-5m-Black/dp/B0825D8KNS/ref=sr_1_595?qid=1679133686&s=electronics&sr=1-595,29153.0,299.0,799.0,1.0,"Just unboxed and found defect in screen. On informing Amazon, I was first assured for replacement and then amazon changed stand and asked me to contact apple care for examining mobile and creating inspection sheet even though problem is clearly visible and accepted by amazon as well.",boAt,unboxed found defect screen informing amazon first assured replacement amazon changed stand asked contact apple care examining mobile creating inspection sheet even though problem clearly visible accepted amazon well,Negative
boAt Deuce USB 300 2 in 1 TypeC  Micro USB Stress Resistant Sturdy Cable with 3A Fast Charging  480mbps Data Transmiss,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61fnMoYvdSL._AC_UL320_.jpg,https://www.amazon.in/Deuce-300-Resistant-Transmission-Mercurial/dp/B08HDH26JX/ref=sr_1_596?qid=1679133686&s=electronics&sr=1-596,96230.0,269.0,699.0,1.0,"the phone is bogus nd it gets heated ,sometimes charger does nt work.camera is average,plz dont buy from amazon",boAt,phone bogus nd get heated sometimes charger nt workcamera averageplz dont buy amazon,Negative
Sony WIXB400 Wireless Extra Bass inEar Headphones with 15 hrs Battery Quick Charge Magnetic Earbuds Tangle Free Cord,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71+GXwLe23L._AC_UL320_.jpg,https://www.amazon.in/Sony-WI-XB400-Wireless-Bluetooth-Headphones/dp/B07WTX73MB/ref=sr_1_597?qid=1679133686&s=electronics&sr=1-597,47649.0,2990.0,4990.0,5.0,Worth of upgrading-,Sony,worth upgrading,Positive
Zebronics ZEBNC3300 USB Powered Laptop Cooling Pad with Dual Fan Dual USB Port and Blue LED Lights,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81rYzwuJhoL._AC_UL320_.jpg,https://www.amazon.in/Zebronics-ZEB-NC3300-Powered-Laptop-Cooling/dp/B07YWS9SP9/ref=sr_1_598?qid=1679133686&s=electronics&sr=1-598,7983.0,599.0,999.0,5.0,"One of the best camera in this price range, mind-blowing photo and video quality plus not to mention the best ever battery life on any Apple device I've used so far.",Zebronics,one best camera price range mindblowing photo video quality plus mention best ever battery life apple device ive used far,Positive
boAt Bassheads 220 Wired in Ear Earphones with MicRaging Red,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61gs3SGzk4L._AC_UL320_.jpg,https://www.amazon.in/BassHeads-Super-Extra-Wired-Headset/dp/B07GK34NYV/ref=sr_1_599?qid=1679133686&s=electronics&sr=1-599,276491.0,399.0,999.0,5.0,Disappointed that it doesn't come with finger print scanner just face unlock. Otherwise it's a good apple phone if u r tight on budget,boAt,disappointed doesnt come finger print scanner face unlock otherwise good apple phone u r tight budget,Positive
HP 200 USB Wireless Mouse with 1000 DPI optical sensor 24 GHz wireless connectivity builtin scrolling and ambidextrous,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51DYRgt8QEL._AC_UL320_.jpg,https://www.amazon.in/HP-200-Wireless-Mouse-Black/dp/B06Y34RQ6Y/ref=sr_1_601?qid=1679133686&s=electronics&sr=1-601,10409.0,549.0,715.0,5.0,"Bought two phones on this sale. One is this awesome device XR and another Samsung phone. device is so awesome that I am in love with its touch, display , camera and sound quality and everything. Its very costly but I love this. Whilst others phone that I purchased was a big mistake.",HP,bought two phone sale one awesome device xr another samsung phone device awesome love touch display camera sound quality everything costly love whilst others phone purchased big mistake,Positive
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension Black,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81m3bRVpEqL._AC_UL320_.jpg,https://www.amazon.in/Zinq-Technologies-Cool-Slate-Five/dp/B082FTPRSK/ref=sr_1_602?qid=1679133686&s=electronics&sr=1-602,28085.0,1099.0,1999.0,5.0,"Was a little doubtful while purchasing since i was not sure to receive a genuine Apple device but received absolutely a genuine one. Working perfectly till date. The only thing I don’t like about this device is that it takes a lot of time for charging. But its okay, it’s manageable.",Zinq,little doubtful purchasing since sure receive genuine apple device received absolutely genuine one working perfectly till date thing dont like device take lot time charging okay manageable,Positive
Energizer CR2032 3 Volt Zero Mercury Lithium Battery,https://m.media-amazon.com/images/I/61apsEmffQL._AC_UL320_.jpg,https://www.amazon.in/Energizer-CR2032-Mercury-Lithium-Battery/dp/B006N25CEI/ref=sr_1_602?qid=1679133688&s=electronics&sr=1-602,2106.0,74.0,150.0,5.0,It’s Apple and behaves like one! It’s slightly on a heavier side and a bit too big considering it’s 6.1 inches.,Energizer,apple behaves like one slightly heavier side bit big considering inch,Positive
boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery 40Mm Drivers Bluetooth V50 Pad,https://m.media-amazon.com/images/I/51ICUCtByQL._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-450-Pro-Bluetooth/dp/B08XY3QJ48/ref=sr_1_603?qid=1679133688&s=electronics&sr=1-603,111019.0,1599.0,3990.0,5.0,I have moved from 5S to XR -and it is a mind blowing experience.,boAt,moved xr mind blowing experience,Positive
JBL C100SI Wired In Ear Headphones with Mic JBL Pure Bass Sound One Button Multifunction Remote Premium Metallic Finis,https://m.media-amazon.com/images/I/61Xoai3CG2L._AC_UL320_.jpg,https://www.amazon.in/JBL-C100SI-Ear-Headphones-Mic/dp/B01DF26V7A/ref=sr_1_604?qid=1679133688&s=electronics&sr=1-604,194685.0,599.0,1299.0,5.0,Battery life is okay camera is awesome everything,JBL,battery life okay camera awesome everything,Positive
Noise Buds VS104 inEar Truly Wireless Earbuds with 30H of Playtime Instacharge10 min150 min 13mm Driver Mic Hyper,https://m.media-amazon.com/images/I/5192Je6zruL._AC_UL320_.jpg,https://www.amazon.in/Noise-Wireless-Bluetooth-30-Hours-Instacharge/dp/B09Y5LL6P4/ref=sr_1_605?qid=1679133688&s=electronics&sr=1-605,13949.0,1199.0,3499.0,5.0,"After Apple reduced its price, device XR did become affordable when considering its features. What I received was how it was described on Amazon.",Noise,apple reduced price device xr become affordable considering feature received described amazon,Positive
FireBoltt Invincible Plus 143 AMOLED Display Smartwatch with Bluetooth Calling TWS Connection 300 Sports Modes 110,https://m.media-amazon.com/images/I/61raZLNoTzL._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Invincible-Smartwatch-Bluetooth-Connection/dp/B0BRMY7DQ9/ref=sr_1_606?qid=1679133688&s=electronics&sr=1-606,13268.05126135217,4499.0,21000.0,4.0,Reviewing after one month of use.,FireBoltt,reviewing one month use,Positive
Amazon Basics Flexible Premium HDMI Cable Black 4K60Hz 18Gbps 3Foot,https://m.media-amazon.com/images/I/71gEiWJNPeL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_607?qid=1679133688&s=electronics&sr=1-607,437651.0,269.0,700.0,5.0,"Good battery life, amazing sound quality and camera is very good. Really love my first apple product.",Amazon,good battery life amazing sound quality camera good really love first apple product,Positive
Camlin Kokuyo Student 24Shade Water Color Paint Cake Set,https://m.media-amazon.com/images/I/71D28YGGRxL._AC_UL320_.jpg,https://www.amazon.in/Camlin-Kokuyo-Student-24-Shade-Water/dp/B00LY13UFG/ref=sr_1_608?qid=1679133688&s=electronics&sr=1-608,3883.0,3079.3703778762933,110.0,5.0,They have no fingerprints but face unlock is not compare to other its awesome battery is very very good and camera is best and device is the device not compare to other brand and most best thing is it is duel sim wow.......only not giving fast charging adaptor supported but u have to pay extra,Camlin,fingerprint face unlock compare awesome battery good camera best device device compare brand best thing duel sim wowonly giving fast charging adaptor supported u pay extra,Positive
Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 24 GHz Wireless Technology Soft  Silent Butto,https://m.media-amazon.com/images/I/51a3BY9Gv+L._AC_UL320_.jpg,https://www.amazon.in/Portronics-Multimedia-Wireless-Keyboard-Technology/dp/B0BHYJ8CVF/ref=sr_1_609?qid=1679133688&s=electronics&sr=1-609,10863.0,999.0,1499.0,5.0,I was first hesitant about buying device xr after all the negative review....it has been 10 days and it is really a wonderful product.i got this deal for 38999 from amazon.,Portronics,first hesitant buying device xr negative reviewit day really wonderful producti got deal amazon,Positive
truke Buds F1 Bluetooth Truly Wireless in Ear Earbuds with mic 48H Playtime Instant Paring Exceptional Sound with AAC C,https://m.media-amazon.com/images/I/61MuVUGRXvL._AC_UL320_.jpg,https://www.amazon.in/Launched-Wireless-Playtime-Exceptional-Bluetooth/dp/B09YTY9TSS/ref=sr_1_611?qid=1679133688&s=electronics&sr=1-611,2975.0,899.0,2499.0,2.0,The phone freezes frequently. Battery doesn’t last long. On the whole I am very disappointed with the  phone. Did not expect this from Apple.,truke,phone freeze frequently battery doesnt last long whole disappointed phone expect apple,Negative
OpenTech MilitaryGrade Tempered Glass Screen Protector Compatible for iPhone 1313 Pro  14 with Edge to Edge Coverage a,https://m.media-amazon.com/images/I/717eHuUQ4UL._AC_UL320_.jpg,https://www.amazon.in/OpenTech%C2%AE-Military-Grade-Tempered-Protector-Installation/dp/B09GP6FBZT/ref=sr_1_612?qid=1679133688&s=electronics&sr=1-612,9560.0,299.0,999.0,5.0,Excellent Model with extraordinary deal during the festival season. I love Apple products and this is no difference. Quality of Photos is awesome. Battery life is better but i still feel can be improved. However for my usage it is ok.,OpenTech,excellent model extraordinary deal festival season love apple product difference quality photo awesome battery life better still feel improved however usage ok,Positive
boAt Newly Launched Wave Call Plus with 183 HD Display ENx TechClear CallsAdvanced Bluetooth CallingHindi  Englis,https://m.media-amazon.com/images/I/61nYUl0MOiL._AC_UL320_.jpg,https://www.amazon.in/boAt-Launched-Advanced-Bluetooth-Bilingual/dp/B0BSV59TF7/ref=sr_1_613?qid=1679133688&s=electronics&sr=1-613,232.0,1999.0,7999.0,5.0,"I shifted from android to this device , it really worth with all new amazing and premium experience . The battery life is far better than my expectations from iphones . I got this phone for 43k and I feel it’s absolute value for money.",boAt,shifted android device really worth new amazing premium experience battery life far better expectation iphones got phone k feel absolute value money,Positive
Noise ColorFit Pulse 2 18 Biggest Display Smart Watch 550 NITS Brightness Sleek Metallic Body HR Sleep  Spo2 Monit,https://m.media-amazon.com/images/I/61m1QelRUeL._AC_UL320_.jpg,https://www.amazon.in/Noise-ColorFit-Pulse-Brightness-Monitoring/dp/B09ZL5NR68/ref=sr_1_614?qid=1679133688&s=electronics&sr=1-614,4188.0,1299.0,4999.0,5.0,"Excellent sound quality...& that’s no one device is beat in this quality,Immersive display & awesome  performance ..",Noise,excellent sound quality thats one device beat qualityimmersive display awesome performance,Positive
Duracell Rechargeable AA 1300mAh Batteries 4Pcs,https://m.media-amazon.com/images/I/715olUxTHQL._AC_UL320_.jpg,https://www.amazon.in/Duracell-5000174-Rechargeable-Batteries-Green/dp/B015ZXUDD0/ref=sr_1_615?qid=1679133688&s=electronics&sr=1-615,12267.0,479.0,599.0,1.0,I find display issue with my device after a month now. I see thin black line from top to bottom just an inch from left side. Battery adapter is also not working properly. I am also unable to access amazon customer care also,Duracell,find display issue device month see thin black line top bottom inch left side battery adapter also working properly also unable access amazon customer care also,Negative
3M Scotch Scissors  6 Multipurpose  Comfort Grip Handle and Stainless Steel Blades  Paper Photos Crafts,https://m.media-amazon.com/images/I/61HaSwsqltL._AC_UL320_.jpg,https://www.amazon.in/Scotch-6-inches-Stainless-Multi-Purpose-Scissor/dp/B078KLYH4T/ref=sr_1_616?qid=1679133688&s=electronics&sr=1-616,3978.0,174.0,229.0,4.0,Great battery life’s buttery smooth transitions/animations so so refined compared to an Android phone .Face recognition is a bit glitchy though my daughter can trigger it for my wife’s login,3M,great battery life buttery smooth transitionsanimations refined compared android phone face recognition bit glitchy though daughter trigger wife login,Positive
NoiseFit Force Rugged Round Dial Bluetooth Calling Smart Watch with 132 HD Screen Functional Crown 550 NITS 7 Days Ba,https://m.media-amazon.com/images/I/614pTKzcPiL._AC_UL320_.jpg,https://www.amazon.in/NoiseFit-Bluetooth-Functional-Assistance-Tracker/dp/B0BMVT1R78/ref=sr_1_617?qid=1679133688&s=electronics&sr=1-617,588.0,2999.0,5999.0,5.0,"I dont know how to explain it, but no need for any review... Just one word.. Apple... Go for it... Its worth your money..",NoiseFit,dont know explain need review one word apple go worth money,Positive
Boult Audio BassBuds X1 inEar Wired Earphones with 10mm Extra Bass Driver and HD Sound with micRed,https://m.media-amazon.com/images/I/81FogXWyZPL._AC_UL320_.jpg,https://www.amazon.in/Boult-Audio-BassBuds-X1-Earphones/dp/B07TFW1KML/ref=sr_1_618?qid=1679133688&s=electronics&sr=1-618,79328.0,329.0,999.0,4.0,The product is a masterpiece but the box corner was damaged like the box was undergone ruff conditions,Boult,product masterpiece box corner damaged like box undergone ruff condition,Positive
Samsung Galaxy M53 5G Deep Ocean Blue 8GB 128GB Storage  108MP  sAmoled 120Hz  16GB RAM with RAM Plus  Travel Ada,https://m.media-amazon.com/images/I/81yL2dXKTHL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Storage-sAmoled-Purchased-Separately/dp/B09XJ3MBTL/ref=sr_1_619?qid=1679133688&s=electronics&sr=1-619,9708.0,23999.0,34999.0,4.0,This is my second purchase of I phone through amazon I am happy and satisfied with the product....thanks to amazon ...keep it up,Samsung,second purchase phone amazon happy satisfied productthanks amazon keep,Positive
realme Buds Wireless 2S in Ear Earphone with mic Dual Device Switching  Type C Fast Charge  Up to 24Hrs Playtime Bluet,https://m.media-amazon.com/images/I/61q-nUzbg7L._AC_UL320_.jpg,https://www.amazon.in/realme-Wireless-Earphone-Switching-Bluetooth/dp/B0B52DZN9Z/ref=sr_1_620?qid=1679133688&s=electronics&sr=1-620,48451.0,1499.0,2999.0,2.0,The most unique feature of this product - face id for unlock is not working in the product delivered to me. Now i have to keep visiting the apple service centre to get it fixed.,realme,unique feature product face id unlock working product delivered keep visiting apple service centre get fixed,Negative
INEFABLE Mi Band 5 and 6 Strap Original Band Strap M5M6  Pack of 1  Black  Device Not Included  Not Compatible with,https://m.media-amazon.com/images/I/61WohbH2xcL._AC_UL320_.jpg,https://www.amazon.in/INEFABLE-Band-Strap-Original-M5/dp/B0B4X8DBVT/ref=sr_1_622?qid=1679133688&s=electronics&sr=1-622,221.0,99.0,399.0,5.0,"I’m an Apple fan, because of its simplicity, elegance & good camera. In addition, this phone has a longer battery life, even with good internet use. May be the price could be little more competitive, but all in all, a nice phone.",INEFABLE,im apple fan simplicity elegance good camera addition phone longer battery life even good internet use may price could little competitive nice phone,Positive
boAt Bassheads 242 in Ear Wired Earphones with MicRed,https://m.media-amazon.com/images/I/61LsDuCUjbL._AC_UL320_.jpg,https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08GG978NG/ref=sr_1_623?qid=1679133688&s=electronics&sr=1-623,164872.0,599.0,1490.0,5.0,Excellence phone. Every thing this fine.,boAt,excellence phone every thing fine,Positive
Noise Buds VS201 V2 inEar Truly Wireless Earbuds with Dual Equalizer  with Mic  Total 14Hour Playtime  Full Touch Con,https://m.media-amazon.com/images/I/51PQG1YYb1L._AC_UL320_.jpg,https://www.amazon.in/Noise-Wireless-Equalizer-Resistance-Bluetooth/dp/B098R25TGC/ref=sr_1_624?qid=1679133688&s=electronics&sr=1-624,15983.0,999.0,2999.0,5.0,device XR camera is better than OnePlus 7T...XR beat OP 7T... Excellent Phone...,Noise,device xr camera better oneplus txr beat op excellent phone,Positive
Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook Single Line 300 Pages,https://m.media-amazon.com/images/I/71ulyHAa-hL._AC_UL320_.jpg,https://www.amazon.in/Classmate-Premium-Subject-Notebook-Single/dp/B00LZLPYHW/ref=sr_1_625?qid=1679133688&s=electronics&sr=1-625,6686.0,142.0,160.0,4.0,I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.,Classmate,like phone much great product apple happy bought product discount worth every penny photo quality amazing recharging time less,Positive
Canon CL57s Ink Cartridge,https://m.media-amazon.com/images/I/51mOaTeO06L._AC_UL320_.jpg,https://www.amazon.in/Canon-CL57-CL57s-Ink-Cartridge/dp/B01N6SHUHO/ref=sr_1_627?qid=1679133689&s=electronics&sr=1-627,9454.0,756.0,799.0,5.0,Marvelous phone came with the proper packagee and proper secure coding from Amazon. Thank you Amazon for such an organised delivery,Canon,marvelous phone came proper packagee proper secure coding amazon thank amazon organised delivery,Positive
Robustrion Tempered Glass Screen Protector for iPad 102 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,https://m.media-amazon.com/images/I/51H0AT3zDaL._AC_UL320_.jpg,https://www.amazon.in/Robustrion-Anti-Scratch-iPad-10-2-inch/dp/B07Z3K96FR/ref=sr_1_628?qid=1679133689&s=electronics&sr=1-628,6005.0,399.0,1499.0,2.0,I received the product with hair line scratch on the screen which does not appear at a glance but upon reflection of light on a specific angle it appears.  During delivery I could not detect it but after few days I recognized. From Apple I do not expect any cheating on product quality,Robustrion,received product hair line scratch screen appear glance upon reflection light specific angle appears delivery could detect day recognized apple expect cheating product quality,Negative
ZEBRONICS ZebBro in Ear Wired Earphones with Mic 35mm Audio Jack 10mm Drivers PhoneTablet CompatibleRed,https://m.media-amazon.com/images/I/61jv8Sj964L._AC_UL320_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09PV1DFNJ/ref=sr_1_629?qid=1679133689&s=electronics&sr=1-629,24675.0,149.0,399.0,5.0,device is always master in mobiles. It’s really amazing. Thanks amazon for best discounted price,ZEBRONICS,device always master mobile really amazing thanks amazon best discounted price,Positive
DIGITEK DRL14C Professional 31cm Dual Temperature LED Ring Light with Tripod Stand  Mini Tripod for YouTube Photo,https://m.media-amazon.com/images/I/41wOapoSP9L._AC_UL320_.jpg,https://www.amazon.in/DIGITEK%C2%AE-DRL-14C-Temperature-Photo-Shoot-Vlogging/dp/B09BN2NPBD/ref=sr_1_630?qid=1679133689&s=electronics&sr=1-630,13853.0,1699.0,3495.0,4.0,Day one is good with XR. Will have to use for some more days before conclusions. Battery life is impressive. Feels good to handle. Seems to slip out of hard sometimes.,DIGITEK,day one good xr use day conclusion battery life impressive feel good handle seems slip hard sometimes,Positive
MINIMART Aluminum Tabletop Laptop Stand Ergonomic Foldable Portable Laptop Stand Holder Compatible for MacBook HP Dell,https://m.media-amazon.com/images/I/51L2+7coZEL._AC_UL320_.jpg,https://www.amazon.in/MINIMART-Aluminum-Tabletop-Ergonomic-Compatible/dp/B0BVFC4GKN/ref=sr_1_631?qid=1679133689&s=electronics&sr=1-631,18.0,329.0,1699.0,4.0,Face ID is not good..works sometime..sometime forces to use passcode to unlock..default keyboard layout does not have dot key..while editing text it is hard to place the cursor at a desired place in between a word..hey Apple get some update about these in if next update..,MINIMART,face id goodworks sometimesometime force use passcode unlockdefault keyboard layout dot keywhile editing text hard place cursor desired place wordhey apple get update next update,Positive
FireBoltt Visionary 178 AMOLED Bluetooth Calling Smartwatch with 368  448 Pixel Resolution Rotating Crown  60Hz Refr,https://m.media-amazon.com/images/I/61CMXdMg0XL._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Smartwatch-Resolution-Connection-Assistance/dp/B0B3NB9Y3S/ref=sr_1_632?qid=1679133689&s=electronics&sr=1-632,21906.0,3799.0,17999.0,5.0,Amazing product as can be expected from Apple. Super camera. Super battery life. Super display.,FireBoltt,amazing product expected apple super camera super battery life super display,Positive
Camlin Brush Pens 24 Shades,https://m.media-amazon.com/images/I/81biip6SxzL._AC_UL320_.jpg,https://www.amazon.in/Camlin-Kokuyo-Brush-Shades-Multicolor/dp/B0722ZMZC2/ref=sr_1_633?qid=1679133689&s=electronics&sr=1-633,13291.0,399.0,400.0,5.0,Amazing device XR experience ..you dont need device X or device Xs or iphone11pro the perfect device for any one who loves Apple brand ...go for device Xr or iphone11 both are just fabulous,Camlin,amazing device xr experience dont need device x device x iphonepro perfect device one love apple brand go device xr iphone fabulous,Positive
boAt Stone 250 Portable Wireless Speaker with 5W RMS Immersive Audio RGB LEDs Up to 8HRS Playtime IPX7 Water Resistanc,https://m.media-amazon.com/images/I/817sFuJKHjL._AC_UL320_.jpg,https://www.amazon.in/boAt-Portable-Immersive-Resistance-Multi-Compatibility/dp/B09X1GZ18L/ref=sr_1_634?qid=1679133689&s=electronics&sr=1-634,3106.0,999.0,3990.0,5.0,Amazing piece of art and technology from apple. Buy this beast especially if u r getting it below 40K. As far as the delivery experience is concerned it was not good and smooth at all due to delays and poor packaging from Amazon. Thumbs up for XR only not Amazon delivery experience.,boAt,amazing piece art technology apple buy beast especially u r getting k far delivery experience concerned good smooth due delay poor packaging amazon thumb xr amazon delivery experience,Positive
Oraimo 18W USB  TypeC Dual Output Super Fast Charger Wall Adapter PE20Quick Charge 30  Power Delivery 30 Compatible,https://m.media-amazon.com/images/I/51dzKv2lbhL._AC_UL320_.jpg,https://www.amazon.in/ORAIMO-SUPER-FAST-CHARGER/dp/B078G6ZF5Z/ref=sr_1_635?qid=1679133689&s=electronics&sr=1-635,15095.0,689.0,1199.0,4.0,"Amazing phone, the xs and xs max are way better but the price of this phone is the real winner. I got the fast charger and some new BT earphones woth the difference. Overall being my 1st device, it is really amazing",Oraimo,amazing phone x x max way better price phone real winner got fast charger new bt earphone woth difference overall st device really amazing,Positive
